CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
0.000  			0.200			1.200			31068  		31046  		13412  		57348  		842388  		929092
	
9.883  			1.600			1.200			31068  		31046  		13412  		57476  		842260  		928964
	
3.942  			4.400			1.200			87500  		87478  		14148  		57768  		841968  		928672
	
3.971  			4.900			1.200			87500  		87478  		14148  		57264  		842472  		929176
	
4.942  			4.100			1.200			96720  		96698  		14148  		57072  		842664  		929368
	
5.000  			4.500			1.200			96720  		96698  		14148  		57348  		842388  		929092
	
4.980  			4.400			1.200			105940  		105918  		14148  		57432  		842304  		929008
	
4.971  			4.300			1.200			105940  		105918  		14148  		57400  		842336  		929040
	
4.941  			4.300			1.200			105940  		105918  		14148  		57376  		842360  		929064
	
3.000  			4.600			1.200			105940  		105918  		14148  		57336  		842400  		929104
	
3.971  			4.200			1.200			105940  		105918  		14148  		57280  		842456  		929160
	
5.942  			4.300			1.200			105940  		105918  		14148  		57416  		842320  		929024
	
4.000  			4.400			1.200			105940  		105918  		14148  		57608  		842128  		928832
	
5.980  			4.100			1.200			105940  		105918  		14148  		57560  		842176  		928880
	
4.942  			4.300			1.200			105940  		105918  		14148  		57660  		842076  		928780
	
2.971  			4.400			1.200			105940  		105918  		14148  		57732  		841996  		928708
	
2.000  			4.200			1.200			105940  		105918  		14148  		57416  		842312  		929024
	
2.980  			4.200			1.200			105940  		105918  		14148  		57632  		842088  		928808
	
5.971  			4.300			1.200			105940  		105918  		14148  		57640  		842072  		928800
	
5.913  			4.300			1.200			105940  		105918  		14148  		57792  		841916  		928648
	
3.980  			4.300			1.200			105940  		105918  		14148  		57788  		841920  		928652
	
3.942  			4.300			1.200			105940  		105918  		14148  		57848  		841860  		928592
	
4.980  			4.300			1.200			105940  		105918  		14148  		57692  		842000  		928748
	
4.000  			4.300			1.200			106068  		106046  		14364  		57876  		841816  		928564
	
4.980  			4.300			1.200			106200  		106178  		14364  		57792  		841884  		928648
	
4.971  			4.200			1.200			106200  		106178  		14364  		57880  		841788  		928560
	
4.000  			4.300			1.200			106200  		106178  		14364  		58072  		841596  		928368
	
2.971  			4.300			1.200			106200  		106178  		14364  		58112  		841540  		928328
	
2.971  			4.300			1.200			106200  		106178  		14364  		58136  		841516  		928304
	
2.942  			4.300			1.200			106200  		106178  		14364  		58052  		841584  		928388
	
3.980  			4.300			1.200			106200  		106178  		14364  		58312  		841324  		928128
	
5.942  			4.200			1.200			106200  		106178  		14364  		58296  		841332  		928144
	
3.942  			4.300			1.200			106200  		106178  		14364  		58092  		841528  		928348
	
3.942  			4.300			1.200			106200  		106178  		14364  		58388  		841232  		928052
	
3.942  			4.300			1.200			106200  		106178  		14364  		58544  		841068  		927896
	
5.913  			4.300			1.200			106200  		106178  		14364  		58440  		841164  		928000
	
4.971  			4.300			1.200			106200  		106178  		14364  		58520  		841084  		927920
	
3.000  			4.300			1.200			106200  		106178  		14364  		58492  		841096  		927948
	
3.942  			4.200			1.200			106200  		106178  		14364  		58600  		840988  		927840
	
4.971  			4.300			1.300			106200  		106178  		14600  		58604  		840976  		927836
	
4.961  			4.200			1.300			106200  		106178  		14600  		58684  		840888  		927756
	
3.971  			4.200			1.300			106200  		106178  		14600  		58556  		841016  		927884
	
2.971  			4.300			1.300			106200  		106178  		14600  		58680  		840876  		927760
	
3.971  			4.200			1.300			106200  		106178  		14600  		58744  		840804  		927696
	
3.942  			4.300			1.300			106200  		106178  		14600  		58760  		840788  		927680
	
3.971  			4.300			1.300			106200  		106178  		14600  		58724  		840816  		927716
	
3.000  			4.200			1.300			106200  		106178  		14600  		58712  		840812  		927728
	
6.913  			4.200			1.300			106200  		106178  		14600  		58812  		840712  		927628
	
2.971  			4.300			1.300			106200  		106178  		14600  		58908  		840600  		927532
	
4.000  			4.200			1.300			106332  		106310  		14600  		59136  		840352  		927304
	
3.971  			4.300			1.300			106460  		106438  		14664  		59000  		840488  		927440
	
3.942  			4.300			1.300			106460  		106438  		14664  		59164  		840316  		927276
	
2.971  			4.200			1.300			106460  		106438  		14664  		59136  		840336  		927304
	
4.942  			4.200			1.300			106460  		106438  		14664  		58900  		840564  		927540
	
5.913  			4.300			1.300			106460  		106438  		14664  		59104  		840360  		927336
	
3.971  			4.200			1.300			106460  		106438  		14664  		59244  		840204  		927196
	
3.971  			4.200			1.300			106460  		106438  		14664  		59164  		840284  		927276
	
