CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
0.000  			1.400			0.800			79996  		78375  		9316  		68304  		823508  		918104
	
0.000  			1.400			0.800			79996  		78375  		9316  		68100  		823712  		918308
	
0.000  			1.300			0.800			79996  		78375  		9316  		68220  		823592  		918188
	
0.000  			1.300			0.800			79996  		78375  		9316  		68080  		823732  		918328
	
0.971  			1.300			0.800			79996  		78375  		9316  		68304  		823508  		918104
	
0.971  			1.300			0.800			79996  		78375  		9316  		67888  		823916  		918512
	
1.000  			1.300			0.800			79996  		78375  		9316  		68052  		823752  		918356
	
0.000  			1.300			0.800			79996  		78375  		9316  		68216  		823588  		918192
	
0.000  			1.200			0.800			79996  		78375  		9316  		68188  		823616  		918220
	
1.000  			1.200			0.800			79996  		78375  		9316  		68348  		823456  		918060
	
0.000  			1.200			0.800			79996  		78375  		9316  		68132  		823672  		918276
	
1.000  			1.200			0.800			79996  		78375  		9316  		68296  		823508  		918112
	
0.971  			1.200			0.800			79996  		78375  		9316  		68452  		823352  		917956
	
1.000  			1.100			0.800			79996  		78375  		9316  		68296  		823508  		918112
	
0.000  			1.100			0.800			79996  		78375  		9316  		68376  		823428  		918032
	
1.000  			1.100			0.800			79996  		78375  		9316  		68292  		823504  		918116
	
0.000  			1.100			0.800			79996  		78375  		9316  		68372  		823424  		918036
	
0.000  			1.100			0.800			79996  		78375  		9316  		68272  		823524  		918136
	
1.962  			1.100			0.800			79996  		78375  		9316  		68260  		823536  		918148
	
0.000  			1.100			0.800			79996  		78375  		9316  		68368  		823428  		918040
	
0.000  			1.100			0.800			79996  		78375  		9316  		68332  		823464  		918076
	
0.962  			1.100			0.800			79996  		78375  		9316  		68160  		823636  		918248
	
0.000  			1.000			0.800			79996  		78375  		9316  		68348  		823448  		918060
	
1.000  			1.000			0.800			79996  		78375  		9316  		68392  		823404  		918016
	
0.971  			1.100			0.800			79996  		78375  		9316  		68256  		823540  		918152
	
1.000  			1.100			0.800			79996  		78375  		9316  		68360  		823436  		918048
	
0.000  			1.000			0.800			79996  		78375  		9316  		68204  		823592  		918204
	
0.000  			1.000			0.800			79996  		78375  		9316  		68232  		823564  		918176
	
1.000  			1.000			0.800			79996  		78375  		9316  		68288  		823508  		918120
