CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
0.000  			0.300			0.900			68408  		68387  		11128  		61336  		831492  		925072
	
0.000  			0.300			0.900			68408  		68387  		11128  		61472  		831348  		924936
	
0.000  			0.300			0.900			68408  		68387  		11128  		61320  		831500  		925088
	
0.971  			0.300			0.900			68408  		68387  		11128  		61372  		831448  		925036
	
1.000  			0.300			0.900			68408  		68387  		11128  		61404  		831408  		925004
	
0.000  			0.300			0.900			68408  		68387  		11128  		61412  		831392  		924996
	
0.000  			0.300			0.900			68408  		68387  		11128  		61400  		831404  		925008
	
0.000  			0.300			0.900			68408  		68387  		11128  		61412  		831392  		924996
	
1.000  			0.300			0.900			68408  		68387  		11128  		61388  		831416  		925020
	
0.000  			0.300			0.900			68408  		68387  		11128  		61372  		831432  		925036
	
1.942  			0.300			0.900			68408  		68387  		11128  		61428  		831376  		924980
	
0.000  			0.300			0.900			68408  		68387  		11128  		61412  		831384  		924996
	
0.000  			0.300			0.900			68408  		68387  		11128  		61564  		831232  		924844
	
0.000  			0.300			0.900			68408  		68387  		11128  		61368  		831428  		925040
	
0.000  			0.300			0.900			68408  		68387  		11128  		61384  		831412  		925024
	
0.000  			0.300			0.900			68408  		68387  		11128  		61432  		831364  		924976
	
1.971  			0.300			0.900			68408  		68387  		11128  		61452  		831344  		924956
	
0.000  			0.300			0.900			68408  		68387  		11128  		61520  		831276  		924888
	
0.000  			0.300			0.900			68408  		68387  		11128  		61460  		831336  		924948
	
0.000  			0.300			0.900			68408  		68387  		11128  		61460  		831336  		924948
	
1.000  			0.300			0.900			68408  		68387  		11128  		61376  		831420  		925032
	
0.000  			0.300			0.900			68408  		68387  		11128  		61496  		831300  		924912
	
0.000  			0.300			0.900			68408  		68387  		11128  		61408  		831388  		925000
	
0.971  			0.300			0.900			68408  		68387  		11128  		61460  		831336  		924948
	
0.000  			0.300			0.900			68408  		68387  		11128  		61480  		831316  		924928
	
0.000  			0.200			0.900			68408  		68387  		11128  		61552  		831244  		924856
	
0.971  			0.200			0.900			68408  		68387  		11128  		61552  		831244  		924856
	
0.000  			0.300			0.900			68408  		68387  		11128  		61436  		831360  		924972
	
0.000  			0.200			0.900			68408  		68387  		11128  		61408  		831388  		925000
	
1.971  			0.200			0.900			68408  		68387  		11128  		61468  		831328  		924940
	
0.000  			0.300			0.900			68408  		68387  		11128  		61424  		831372  		924984
	
0.000  			0.300			0.900			68408  		68387  		11128  		61596  		831200  		924812
	
0.000  			0.200			0.900			68408  		68387  		11128  		61432  		831364  		924976
	
0.000  			0.200			0.900			68408  		68387  		11128  		61496  		831300  		924912
	
0.000  			0.200			0.900			68408  		68387  		11128  		61464  		831332  		924944
	
1.000  			0.200			0.900			68408  		68387  		11128  		61576  		831220  		924832
	
0.980  			0.200			0.900			68408  		68387  		11128  		61452  		831344  		924956
	
0.000  			0.200			0.900			68408  		68387  		11128  		61660  		831136  		924748
	
0.971  			0.200			0.900			68408  		68387  		11128  		61456  		831332  		924952
	
0.000  			0.300			0.900			68408  		68387  		11128  		61440  		831348  		924968
	
0.000  			0.200			0.900			68408  		68387  		11128  		61500  		831288  		924908
	
1.000  			0.200			0.900			68408  		68387  		11128  		61400  		831388  		925008
	
0.000  			0.200			0.900			68408  		68387  		11128  		61500  		831288  		924908
	
1.000  			0.200			0.900			68408  		68387  		11128  		61524  		831264  		924884
	
0.000  			0.200			0.900			68408  		68387  		11128  		61500  		831288  		924908
	
0.000  			0.200			0.900			68408  		68387  		11128  		61468  		831320  		924940
	
0.000  			0.200			0.900			68408  		68387  		11128  		61560  		831228  		924848
	
0.971  			0.200			0.900			68408  		68387  		11128  		61500  		831288  		924908
	
0.000  			0.200			0.900			68408  		68387  		11128  		61348  		831440  		925060
	
1.980  			0.200			0.900			68408  		68387  		11128  		61540  		831244  		924868
	
0.000  			0.300			0.900			68408  		68387  		11128  		61524  		831260  		924884
	
0.000  			0.200			0.900			68408  		68387  		11128  		61588  		831192  		924820
	
1.000  			0.200			0.900			68408  		68387  		11128  		61584  		831196  		924824
	
0.000  			0.300			0.900			68408  		68387  		11128  		61568  		831212  		924840
	
0.000  			0.300			0.900			68408  		68387  		11128  		61604  		831176  		924804
	
0.000  			0.200			0.900			68408  		68387  		11128  		61464  		831308  		924944
	
0.000  			0.200			0.900			68408  		68387  		11128  		61464  		831308  		924944
	
0.000  			0.200			0.900			68408  		68387  		11128  		61560  		831212  		924848
	
0.000  			0.200			0.900			68408  		68387  		11128  		61524  		831248  		924884
	
1.000  			0.200			0.900			68408  		68387  		11128  		61560  		831212  		924848
	
0.000  			0.200			0.900			68408  		68387  		11128  		61500  		831272  		924908
	
0.000  			0.200			0.900			68408  		68387  		11128  		61560  		831212  		924848
	
0.971  			0.200			0.900			68408  		68387  		11128  		61440  		831332  		924968
	
0.000  			0.200			0.900			68408  		68387  		11128  		61508  		831264  		924900
	
0.000  			0.200			0.900			68408  		68387  		11128  		61552  		831220  		924856
	
0.971  			0.200			0.900			68408  		68387  		11128  		61520  		831248  		924888
	
0.000  			0.200			0.900			68408  		68387  		11128  		61400  		831368  		925008
	
0.000  			0.200			0.900			68408  		68387  		11128  		61480  		831288  		924928
	
0.000  			0.200			0.900			68408  		68387  		11128  		61556  		831204  		924852
	
0.000  			0.200			0.900			68408  		68387  		11128  		61556  		831204  		924852
	
0.000  			0.200			0.900			68408  		68387  		11128  		61736  		831024  		924672
	
0.000  			0.200			0.900			68408  		68387  		11128  		61324  		831436  		925084
	
0.000  			0.200			0.900			68408  		68387  		11128  		61348  		831412  		925060
	
0.000  			0.200			0.900			68408  		68387  		11128  		61620  		831140  		924788
	
2.000  			0.200			0.900			68408  		68387  		11128  		61528  		831232  		924880
	
0.000  			0.200			0.900			68408  		68387  		11128  		61528  		831232  		924880
	
0.000  			0.200			0.900			68408  		68387  		11128  		61504  		831256  		924904
	
0.971  			0.200			0.900			68408  		68387  		11128  		61588  		831172  		924820
	
0.000  			0.200			0.900			68408  		68387  		11132  		61492  		831256  		924916
	
0.000  			0.200			0.900			68408  		68387  		11132  		61576  		831172  		924832
	
0.000  			0.200			0.900			68408  		68387  		11140  		61576  		831172  		924832
	
0.980  			0.200			0.900			68408  		68387  		11140  		61524  		831224  		924884
	
0.000  			0.200			0.900			68408  		68387  		11140  		61552  		831196  		924856
	
1.000  			0.200			0.900			68408  		68387  		11140  		61576  		831172  		924832
	
0.000  			0.200			0.900			68408  		68387  		11140  		61516  		831232  		924892
	
0.000  			0.200			0.900			68408  		68387  		11140  		61552  		831196  		924856
	
0.980  			0.200			0.900			68408  		68387  		11140  		61508  		831240  		924900
	
0.000  			0.200			0.900			68408  		68387  		11140  		61592  		831156  		924816
	
0.971  			0.200			0.900			68408  		68387  		11140  		61552  		831196  		924856
	
0.000  			0.200			0.900			68408  		68387  		11140  		61492  		831256  		924916
	
0.000  			0.200			0.900			68408  		68387  		11140  		61464  		831276  		924944
	
0.000  			0.200			0.900			68408  		68387  		11140  		61564  		831172  		924844
	
0.980  			0.200			0.900			68408  		68387  		11140  		61524  		831212  		924884
	
0.000  			0.200			0.900			68408  		68387  		11140  		61548  		831188  		924860
	
0.000  			0.200			0.900			68408  		68387  		11140  		61536  		831200  		924872
	
0.000  			0.200			0.900			68408  		68387  		11140  		61576  		831160  		924832
	
0.000  			0.200			0.900			68408  		68387  		11140  		61564  		831172  		924844
	
0.000  			0.200			0.900			68408  		68387  		11140  		61432  		831304  		924976
	
0.000  			0.200			0.900			68408  		68387  		11140  		61516  		831220  		924892
	
0.000  			0.200			0.900			68408  		68387  		11140  		61516  		831220  		924892
	
0.000  			0.200			0.900			68408  		68387  		11140  		61564  		831172  		924844
	
1.000  			0.200			0.900			68408  		68387  		11140  		61460  		831272  		924948
	
0.971  			0.200			0.900			68408  		68387  		11140  		61552  		831180  		924856
	
0.000  			0.200			0.900			68408  		68387  		11140  		61532  		831200  		924876
	
0.000  			0.200			0.900			68408  		68387  		11140  		61596  		831136  		924812
	
0.000  			0.200			0.900			68408  		68387  		11140  		61692  		831032  		924716
	
0.000  			0.200			0.900			68408  		68387  		11140  		61700  		831024  		924708
	
0.980  			0.200			0.900			68408  		68387  		11140  		61720  		831004  		924688
	
0.000  			0.200			0.900			68408  		68387  		11140  		61796  		830928  		924612
	
0.971  			0.200			0.900			68408  		68387  		11140  		61852  		830872  		924556
	
0.000  			0.200			0.900			68408  		68387  		11140  		61780  		830944  		924628
	
0.000  			0.200			0.900			68408  		68387  		11140  		61704  		831020  		924704
	
0.000  			0.200			0.900			68408  		68387  		11140  		61816  		830908  		924592
	
0.000  			0.200			0.900			68408  		68387  		11140  		61788  		830936  		924620
	
0.000  			0.200			0.900			68408  		68387  		11140  		61848  		830876  		924560
	
1.000  			0.200			0.900			68408  		68387  		11140  		61880  		830844  		924528
	
0.000  			0.200			0.900			68408  		68387  		11140  		61856  		830868  		924552
	
0.971  			0.200			0.900			68408  		68387  		11140  		61620  		831104  		924788
	
0.000  			0.200			0.900			68408  		68387  		11140  		61668  		831056  		924740
	
0.000  			0.200			0.900			68408  		68387  		11140  		61696  		831024  		924712
	
