CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
0.971  			0.800			0.900			68404  		68383  		11220  		62464  		829688  		923944
	
1.971  			0.800			0.900			68404  		68383  		11220  		62512  		829624  		923896
	
0.000  			0.800			0.900			68404  		68383  		11220  		62368  		829768  		924040
	
0.000  			0.800			0.900			68404  		68383  		11220  		62576  		829556  		923832
	
1.971  			0.800			0.900			68404  		68383  		11220  		62448  		829676  		923952
	
1.000  			0.800			0.900			68404  		68383  		11220  		62220  		829904  		924188
	
0.971  			0.800			0.900			68404  		68383  		11220  		62380  		829744  		924028
	
1.000  			0.800			0.900			68404  		68383  		11220  		62628  		829496  		923780
	
1.971  			0.800			0.900			68404  		68383  		11220  		62488  		829632  		923920
	
2.000  			0.800			0.900			68404  		68383  		11220  		62368  		829752  		924040
	
0.000  			0.800			0.900			68404  		68383  		11220  		62592  		829528  		923816
	
0.000  			0.800			0.900			68404  		68383  		11220  		62364  		829756  		924044
	
1.980  			0.800			0.900			68404  		68383  		11220  		62412  		829708  		923996
	
0.000  			0.800			0.900			68404  		68383  		11220  		62512  		829608  		923896
	
1.000  			0.800			0.900			68404  		68383  		11220  		62424  		829696  		923984
	
1.971  			0.800			0.900			68404  		68383  		11220  		62472  		829648  		923936
	
1.000  			0.800			0.900			68404  		68383  		11220  		62552  		829568  		923856
	
1.000  			0.800			0.900			68404  		68383  		11220  		62432  		829688  		923976
	
1.971  			0.800			0.900			68404  		68383  		11224  		62448  		829672  		923960
	
2.000  			0.800			0.900			68404  		68383  		11224  		62504  		829616  		923904
	
0.000  			0.800			0.900			68404  		68383  		11224  		62468  		829652  		923940
	
1.000  			0.800			0.900			68404  		68383  		11224  		62480  		829640  		923928
	
1.000  			0.800			0.900			68404  		68383  		11224  		62588  		829532  		923820
	
1.000  			0.800			0.900			68404  		68383  		11224  		62540  		829580  		923868
	
1.000  			0.800			0.900			68404  		68383  		11224  		62540  		829612  		923868
	
0.000  			0.800			0.900			68404  		68383  		11224  		62496  		829656  		923912
	
1.000  			0.800			0.900			68404  		68383  		11224  		62388  		829764  		924020
	
0.000  			0.800			0.900			68404  		68383  		11224  		62300  		829852  		924108
	
1.000  			0.800			0.900			68404  		68383  		11224  		62460  		829692  		923948
	
1.000  			0.800			0.900			68404  		68383  		11224  		62412  		829740  		923996
	
1.971  			0.800			0.900			68404  		68383  		11224  		62524  		829628  		923884
	
0.000  			0.800			0.900			68404  		68383  		11224  		62520  		829632  		923888
	
0.000  			0.800			0.900			68404  		68383  		11224  		62532  		829620  		923876
	
1.971  			0.800			0.900			68404  		68383  		11224  		62548  		829604  		923860
	
1.971  			0.800			0.900			68404  		68383  		11228  		62432  		829720  		923976
	
1.000  			0.800			0.900			68404  		68383  		11228  		62532  		829620  		923876
	
0.971  			0.800			0.900			68404  		68383  		11228  		62472  		829680  		923936
	
1.971  			0.800			0.900			68404  		68383  		11228  		62588  		829556  		923820
	
1.000  			0.800			0.900			68404  		68383  		11228  		62504  		829640  		923904
	
1.000  			0.800			0.900			68404  		68383  		11228  		62608  		829536  		923800
	
0.000  			0.800			0.900			68404  		68383  		11228  		62588  		829556  		923820
	
1.971  			0.800			0.900			68404  		68383  		11228  		62488  		829656  		923920
	
0.000  			0.800			1.000			68404  		68383  		11308  		62468  		829676  		923940
	
1.971  			0.800			1.000			68404  		68383  		11308  		62432  		829712  		923976
	
1.000  			0.800			1.000			68404  		68383  		11308  		62524  		829608  		923884
	
0.000  			0.800			1.000			68404  		68383  		11308  		62584  		829548  		923824
	
1.000  			0.800			1.000			68404  		68383  		11308  		62548  		829584  		923860
	
1.000  			0.800			1.000			68404  		68383  		11308  		62568  		829564  		923840
	
0.971  			0.800			1.000			68404  		68383  		11308  		62576  		829556  		923832
	
0.971  			0.800			1.000			68404  		68383  		11308  		62628  		829496  		923780
	
1.000  			0.800			1.000			68404  		68383  		11308  		62492  		829624  		923916
	
1.000  			0.800			1.000			68404  		68383  		11308  		62620  		829492  		923788
	
2.000  			0.800			1.000			68404  		68383  		11308  		62524  		829588  		923884
	
0.000  			0.800			1.000			68404  		68383  		11308  		62572  		829540  		923836
	
1.000  			0.800			1.000			68404  		68383  		11308  		62428  		829676  		923972
	
1.942  			0.800			1.000			68404  		68383  		11308  		62512  		829592  		923888
	
1.000  			0.800			1.000			68404  		68383  		11308  		62612  		829492  		923796
	
1.980  			0.800			1.000			68536  		68383  		11308  		62780  		829316  		923628
	
0.000  			0.800			1.000			68536  		68515  		11308  		62612  		829484  		923796
	
1.971  			0.800			1.000			68536  		68515  		11308  		62704  		829392  		923704
	
1.000  			0.800			1.000			68536  		68515  		11308  		62672  		829424  		923736
	
0.971  			0.800			1.000			68536  		68515  		11308  		62652  		829444  		923756
	
1.000  			0.800			1.000			68536  		68515  		11308  		62712  		829384  		923696
	
1.000  			0.800			1.000			68536  		68515  		11308  		62580  		829516  		923828
	
0.980  			0.800			1.000			68536  		68515  		11308  		62780  		829308  		923628
	
