CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
0.000  			0.600			0.800			79996  		78375  		9448  		66776  		826128  		919632
	
0.971  			0.600			0.800			79996  		78375  		9448  		66792  		826112  		919616
	
0.000  			0.600			0.800			79996  		78375  		9448  		66608  		826288  		919800
	
0.000  			0.600			0.800			79996  		78375  		9448  		66808  		826088  		919600
	
0.000  			0.600			0.800			79996  		78375  		9448  		66692  		826196  		919716
	
0.000  			0.600			0.800			79996  		78375  		9448  		66708  		826180  		919700
	
0.000  			0.600			0.800			79996  		78375  		9448  		66792  		826096  		919616
	
0.000  			0.600			0.800			79996  		78375  		9448  		66776  		826112  		919632
	
0.962  			0.600			0.800			79996  		78375  		9448  		66908  		825980  		919500
	
0.000  			0.600			0.800			79996  		78375  		9448  		66664  		826224  		919744
	
0.000  			0.600			0.800			79996  		78375  		9448  		66716  		826172  		919692
	
0.000  			0.600			0.800			79996  		78375  		9448  		66620  		826268  		919788
	
0.000  			0.600			0.800			79996  		78375  		9448  		66616  		826272  		919792
	
0.000  			0.600			0.800			79996  		78375  		9448  		66740  		826148  		919668
	
0.000  			0.500			0.800			79996  		78375  		9448  		66652  		826236  		919756
	
0.971  			0.500			0.800			79996  		78375  		9448  		66640  		826248  		919768
	
0.000  			0.600			0.800			79996  		78375  		9448  		66708  		826180  		919700
	
0.000  			0.600			0.800			79996  		78375  		9448  		66680  		826208  		919728
	
0.000  			0.600			0.800			79996  		78375  		9448  		66620  		826268  		919788
	
0.000  			0.500			0.800			79996  		78375  		9448  		66752  		826136  		919656
	
0.000  			0.500			0.800			79996  		78375  		9448  		66656  		826232  		919752
	
0.000  			0.500			0.800			79996  		78375  		9448  		66672  		826216  		919736
	
0.000  			0.500			0.800			79996  		78375  		9448  		66868  		826020  		919540
	
0.000  			0.600			0.800			79996  		78375  		9448  		66664  		826224  		919744
	
0.000  			0.600			0.800			79996  		78375  		9448  		66656  		826232  		919752
	
0.000  			0.600			0.800			79996  		78375  		9448  		66716  		826172  		919692
	
0.000  			0.500			0.800			79996  		78375  		9448  		66836  		826052  		919572
	
0.971  			0.500			0.800			79996  		78375  		9448  		66816  		826072  		919592
	
0.000  			0.600			0.800			79996  		78375  		9448  		66672  		826216  		919736
	
0.000  			0.600			0.800			79996  		78375  		9448  		66664  		826224  		919744
	
0.000  			0.600			0.800			79996  		78375  		9448  		66740  		826148  		919668
	
0.000  			0.600			0.800			79996  		78375  		9448  		66716  		826172  		919692
	
0.000  			0.600			0.800			79996  		78375  		9448  		66724  		826164  		919684
	
0.971  			0.500			0.800			79996  		78375  		9448  		66412  		826476  		919996
	
0.000  			0.500			0.800			79996  		78375  		9448  		66484  		826404  		919924
	
1.000  			0.500			0.800			79996  		78375  		9448  		66692  		826196  		919716
	
0.000  			0.500			0.800			79996  		78375  		9448  		66680  		826208  		919728
	
0.000  			0.500			0.800			79996  		78375  		9448  		66632  		826256  		919776
	
0.000  			0.500			0.800			79996  		78375  		9448  		66784  		826104  		919624
	
0.962  			0.500			0.800			79996  		78375  		9448  		66724  		826164  		919684
	
0.000  			0.500			0.800			79996  		78375  		9448  		66724  		826164  		919684
	
0.000  			0.500			0.800			79996  		78375  		9448  		66768  		826120  		919640
	
0.000  			0.500			0.800			79996  		78375  		9448  		66664  		826224  		919744
	
0.000  			0.500			0.800			79996  		78375  		9448  		66484  		826404  		919924
	
0.000  			0.500			0.800			79996  		78375  		9448  		66708  		826180  		919700
	
0.971  			0.500			0.800			79996  		78375  		9448  		66696  		826192  		919712
	
0.000  			0.500			0.800			79996  		78375  		9448  		66768  		826120  		919640
	
