CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
1.971  			15.200			0.700			79000  		77379  		8612  		62212  		812908  		924228
	
2.942  			13.000			0.700			79000  		77379  		8616  		62260  		812860  		924180
	
2.000  			10.200			0.700			79000  		77379  		8616  		62356  		812764  		924084
	
1.000  			9.300			0.700			79000  		77379  		8616  		62180  		812940  		924260
	
2.942  			8.500			0.700			79000  		77379  		8616  		62092  		813028  		924348
	
1.000  			7.200			0.700			79000  		77379  		8624  		62064  		813056  		924376
	
1.000  			6.700			0.700			79000  		77379  		8624  		62256  		812864  		924184
	
1.971  			6.000			0.700			79000  		77379  		8624  		62112  		813008  		924328
	
2.971  			5.800			0.700			79000  		77379  		8624  		62196  		812924  		924244
	
0.000  			5.300			0.700			79000  		77379  		8624  		62284  		812836  		924156
	
1.000  			5.100			0.700			79000  		77379  		8624  		62260  		812860  		924180
	
0.971  			4.800			0.700			79000  		77379  		8628  		62264  		812856  		924176
	
1.971  			4.400			0.700			79000  		77379  		8628  		62012  		813108  		924428
	
2.971  			4.300			0.700			79000  		77379  		8628  		62168  		812952  		924272
	
1.971  			4.100			0.700			79000  		77379  		8628  		62132  		812988  		924308
	
0.971  			4.100			0.700			79000  		77379  		8628  		62204  		812916  		924236
	
0.000  			3.800			0.700			79000  		77379  		8628  		62080  		813040  		924360
	
2.923  			3.700			0.700			79000  		77379  		8628  		62320  		812800  		924120
	
1.000  			3.400			0.700			79000  		77379  		8628  		62320  		812800  		924120
	
1.942  			3.300			0.700			79000  		77379  		8628  		61928  		813192  		924512
	
2.000  			3.400			0.700			79000  		77379  		8628  		62272  		812848  		924168
	
2.000  			3.200			0.700			79000  		77379  		8628  		62132  		812988  		924308
	
2.962  			3.200			0.700			79000  		77379  		8628  		62308  		812812  		924132
	
0.000  			3.100			0.700			79000  		77379  		8628  		62240  		812880  		924200
	
2.971  			3.000			0.700			79000  		77379  		8628  		62324  		812796  		924116
	
1.000  			2.900			0.700			79000  		77379  		8628  		62320  		812800  		924120
	
1.971  			2.800			0.700			79000  		77379  		8628  		62152  		812968  		924288
	
1.000  			2.800			0.700			79000  		77379  		8628  		62096  		813024  		924344
	
2.942  			2.700			0.700			79000  		77379  		8628  		62416  		812704  		924024
	
1.000  			2.800			0.700			79000  		77379  		8628  		62228  		812892  		924212
	
0.971  			2.700			0.700			79000  		77379  		8628  		62200  		812920  		924240
	
0.000  			2.600			0.700			79000  		77379  		8628  		62072  		813048  		924368
	
1.971  			2.400			0.700			79000  		77379  		8628  		62200  		812920  		924240
	
1.971  			2.400			0.700			79000  		77379  		8632  		62252  		812868  		924188
	
2.942  			2.400			0.700			79000  		77379  		8632  		62216  		812904  		924224
	
1.000  			2.500			0.700			79000  		77379  		8632  		62072  		813048  		924368
	
1.000  			2.400			0.700			79000  		77379  		8632  		62264  		812856  		924176
	
1.971  			2.400			0.700			79000  		77379  		8632  		62360  		812760  		924080
	
1.000  			2.400			0.700			79000  		77379  		8632  		62040  		813080  		924400
	
1.000  			2.200			0.700			79000  		77379  		8636  		62184  		812936  		924256
	
2.942  			2.200			0.700			79000  		77379  		8636  		62412  		812708  		924028
	
1.000  			2.300			0.700			79000  		77379  		8636  		62340  		812780  		924100
	
0.000  			2.300			0.700			79000  		77379  		8636  		62020  		813100  		924420
	
1.962  			2.200			0.700			79000  		77379  		8636  		62332  		812788  		924108
	
0.000  			2.200			0.700			79000  		77379  		8636  		62164  		812956  		924276
	
0.000  			2.200			0.700			79000  		77379  		8636  		62064  		813056  		924376
	
0.962  			2.200			0.700			79000  		77379  		8636  		62328  		812792  		924112
	
1.000  			2.100			0.700			79000  		77379  		8636  		62136  		812984  		924304
	
0.962  			2.100			0.700			79000  		77379  		8636  		62100  		813020  		924340
	
1.000  			2.100			0.700			79000  		77379  		8636  		62272  		812848  		924168
	
0.000  			2.100			0.700			79000  		77379  		8636  		62280  		812840  		924160
	
0.962  			2.000			0.700			79000  		77379  		8636  		62260  		812856  		924176
	
0.971  			2.000			0.700			79000  		77379  		8636  		62192  		812924  		924248
	
0.962  			2.000			0.700			79000  		77379  		8636  		62292  		812824  		924148
	
0.962  			2.000			0.700			79000  		77379  		8636  		62424  		812692  		924016
	
0.000  			2.000			0.700			79000  		77379  		8636  		62308  		812808  		924132
	
1.942  			1.900			0.700			79000  		77379  		8636  		62240  		812876  		924200
	
0.971  			1.900			0.700			79000  		77379  		8636  		62284  		812832  		924156
	
1.971  			1.900			0.700			79000  		77379  		8636  		62228  		812888  		924212
	
0.000  			1.900			0.700			79000  		78403  		8636  		62320  		812796  		924120
	
1.971  			1.800			0.700			79000  		77379  		8636  		62224  		812892  		924216
	
0.000  			1.800			0.700			79000  		77379  		8636  		62280  		812836  		924160
	
1.000  			1.800			0.700			79000  		77379  		8636  		61980  		813136  		924460
	
0.971  			1.800			0.700			79000  		77379  		8636  		62388  		812728  		924052
	
0.962  			1.800			0.700			79000  		77379  		8636  		62412  		812704  		924028
	
0.000  			1.800			0.700			79000  		77379  		8636  		62304  		812812  		924136
	
1.962  			1.700			0.700			79000  		77379  		8636  		62260  		812856  		924180
	
1.000  			1.700			0.700			79000  		77379  		8636  		62220  		812896  		924220
	
2.000  			1.700			0.700			79000  		77379  		8636  		62192  		812924  		924248
	
1.942  			1.700			0.700			79000  		77379  		8636  		62116  		813000  		924324
	
2.000  			1.700			0.700			79000  		77379  		8636  		62188  		812928  		924252
	
0.971  			1.700			0.700			79000  		77379  		8636  		62208  		812908  		924232
	
1.971  			1.700			0.700			79000  		77379  		8636  		62224  		812892  		924216
	
2.000  			1.700			0.700			79000  		77379  		8636  		62172  		812944  		924268
	
1.000  			1.700			0.700			79000  		77379  		8636  		62432  		812676  		924008
	
2.971  			1.700			0.700			79000  		77379  		8636  		62316  		812792  		924124
	
0.000  			1.700			0.700			79000  		77379  		8636  		62108  		813000  		924332
	
0.962  			1.700			0.700			79000  		77379  		8636  		62004  		813104  		924436
	
0.000  			1.700			0.700			79000  		77379  		8636  		62104  		813004  		924336
	
0.000  			1.700			0.700			79000  		77379  		8636  		62284  		812824  		924156
	
0.962  			1.700			0.700			79000  		77379  		8636  		62232  		812876  		924208
	
1.000  			1.600			0.700			79000  		77379  		8636  		62252  		812856  		924188
	
2.971  			1.600			0.700			79000  		77379  		8636  		62356  		812752  		924084
	
1.971  			1.600			0.700			79000  		77379  		8636  		62284  		812824  		924156
	
1.962  			1.600			0.700			79000  		77379  		8636  		62300  		812808  		924140
	
1.962  			1.600			0.700			79000  		77379  		8636  		62208  		812900  		924232
	
1.962  			1.600			0.700			79000  		77379  		8636  		62080  		813028  		924360
	
1.971  			1.600			0.700			79000  		77379  		8636  		62524  		812584  		923916
	
2.000  			1.600			0.700			79000  		77379  		8636  		62332  		812776  		924108
	
1.971  			1.600			0.700			79000  		77379  		8636  		62300  		812808  		924140
	
1.000  			1.600			0.700			79000  		77379  		8636  		62012  		813096  		924428
	
0.971  			1.600			0.700			79000  		77379  		8636  		62308  		812800  		924132
	
1.000  			1.600			0.700			79000  		77379  		8636  		62268  		812840  		924172
	
0.962  			1.600			0.700			79000  		77379  		8636  		62272  		812836  		924168
	
0.971  			1.600			0.700			79000  		77379  		8636  		62136  		812972  		924304
	
2.971  			1.600			0.700			79000  		77379  		8636  		62320  		812788  		924120
	
1.962  			1.600			0.700			79000  		77379  		8636  		62400  		812708  		924040
	
2.000  			1.600			0.700			79000  		77379  		8636  		62276  		812832  		924164
	
1.971  			1.600			0.700			79000  		77379  		8636  		62472  		812636  		923968
	
1.000  			1.600			0.700			79000  		77379  		8636  		62184  		812924  		924256
	
2.971  			1.600			0.700			79000  		77379  		8636  		62240  		812868  		924200
	
1.000  			1.600			0.700			79000  		77379  		8636  		62168  		812940  		924272
	
2.971  			1.600			0.700			79000  		77379  		8636  		62296  		812808  		924144
	
0.971  			1.600			0.700			79000  		77379  		8636  		62092  		813012  		924348
	
1.962  			1.600			0.700			79000  		77379  		8636  		62332  		812772  		924108
	
1.000  			1.600			0.700			79000  		77379  		8636  		62300  		812804  		924140
	
1.962  			1.600			0.700			79000  		77379  		8636  		62144  		812960  		924296
	
1.971  			1.600			0.700			79000  		77379  		8636  		62312  		812792  		924128
	
2.942  			1.600			0.700			79000  		77379  		8636  		62404  		812700  		924036
	
2.000  			1.500			0.700			79000  		77379  		8636  		62332  		812772  		924108
	
1.971  			1.600			0.700			79000  		77379  		8636  		62168  		812936  		924272
	
0.000  			1.600			0.700			79000  		77379  		8636  		62144  		812960  		924296
	
0.000  			1.500			0.700			79000  		77379  		8636  		62196  		812908  		924244
	
0.962  			1.500			0.700			79000  		77379  		8636  		62100  		813004  		924340
	
0.962  			1.500			0.700			79000  		77379  		8636  		62304  		812800  		924136
	
0.000  			1.500			0.700			79000  		77379  		8636  		62148  		812956  		924292
	
0.000  			1.500			0.700			79000  		77379  		8636  		62276  		812828  		924164
	
0.971  			1.500			0.700			79000  		77379  		8636  		62444  		812660  		923996
	
1.000  			1.500			0.700			79000  		77379  		8636  		62256  		812848  		924184
	
2.000  			1.500			0.700			79000  		77379  		8636  		62280  		812824  		924160
	
