CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
1.000  			0.800			0.700			80016  		78395  		9184  		67436  		824648  		918972
	
0.000  			0.800			0.700			80016  		78395  		9184  		67776  		824308  		918632
	
0.000  			0.800			0.700			80016  		78395  		9184  		67660  		824424  		918748
	
0.000  			0.800			0.700			80016  		78395  		9184  		67664  		824420  		918744
	
0.962  			0.700			0.700			80016  		78395  		9184  		67600  		824484  		918808
	
0.971  			0.700			0.700			80016  		78395  		9184  		67652  		824424  		918756
	
0.000  			0.700			0.700			80016  		78395  		9184  		67416  		824660  		918992
	
1.000  			0.700			0.700			80016  		78395  		9184  		67336  		824740  		919072
	
0.000  			0.700			0.700			80016  		78395  		9184  		67460  		824616  		918948
	
0.000  			0.700			0.700			80016  		78395  		9184  		67548  		824528  		918860
	
0.000  			0.700			0.700			80016  		78395  		9184  		67652  		824424  		918756
	
0.000  			0.700			0.700			80016  		78395  		9184  		67600  		824484  		918808
	
0.000  			0.700			0.700			80016  		78395  		9184  		67620  		824464  		918788
	
0.000  			0.700			0.700			80016  		78395  		9184  		67660  		824424  		918748
	
0.000  			0.700			0.700			80016  		78395  		9184  		67620  		824464  		918788
	
0.000  			0.700			0.700			80016  		78395  		9184  		67744  		824340  		918664
	
0.962  			0.700			0.700			80016  		78395  		9184  		67692  		824392  		918716
	
0.962  			0.800			0.700			80016  		78395  		9184  		67448  		824636  		918960
	
1.000  			0.700			0.700			80016  		78395  		9184  		67440  		824644  		918968
	
0.000  			0.700			0.700			80016  		78395  		9184  		67500  		824584  		918908
	
0.000  			0.700			0.700			80016  		78395  		9184  		67616  		824468  		918792
	
0.000  			0.600			0.700			80016  		78395  		9184  		67616  		824468  		918792
	
1.942  			0.600			0.700			80016  		78395  		9184  		67360  		824724  		919048
	
0.000  			0.700			0.700			80016  		78395  		9184  		67384  		824700  		919024
	
0.000  			0.700			0.700			80016  		78395  		9184  		67496  		824588  		918912
	
0.000  			0.600			0.700			80016  		78395  		9184  		67592  		824492  		918816
	
0.000  			0.600			0.700			80016  		78395  		9184  		67580  		824504  		918828
	
0.000  			0.600			0.700			80016  		78395  		9184  		67472  		824612  		918936
	
0.962  			0.600			0.700			80016  		78395  		9184  		67596  		824488  		918812
	
0.000  			0.700			0.700			80016  		78395  		9184  		67512  		824572  		918896
	
0.971  			0.700			0.700			80016  		78395  		9184  		67292  		824792  		919116
	
0.000  			0.600			0.700			80016  		78395  		9184  		67604  		824480  		918804
	
0.971  			0.600			0.700			80016  		78395  		9184  		67644  		824440  		918764
	
1.000  			0.600			0.700			80016  		78395  		9184  		67716  		824368  		918692
	
0.000  			0.600			0.700			80016  		78395  		9184  		67616  		824468  		918792
	
0.000  			0.700			0.700			80016  		78395  		9184  		67620  		824464  		918788
	
1.000  			0.700			0.700			80016  		78395  		9184  		67668  		824416  		918740
	
0.000  			0.700			0.700			80016  		78395  		9184  		67788  		824296  		918620
	
0.000  			0.700			0.700			80016  		78395  		9184  		67556  		824528  		918852
	
0.000  			0.700			0.700			80016  		78395  		9184  		67712  		824372  		918696
	
0.000  			0.700			0.700			80016  		78395  		9184  		67668  		824416  		918740
	
0.971  			0.700			0.700			80016  		78395  		9184  		67732  		824352  		918676
	
0.000  			0.700			0.700			80016  		78395  		9184  		67620  		824464  		918788
	
1.000  			0.700			0.700			80016  		78395  		9184  		67684  		824400  		918724
	
0.000  			0.700			0.700			80016  		78395  		9184  		67652  		824432  		918756
	
0.000  			0.600			0.700			80016  		78395  		9184  		67524  		824560  		918884
	
0.000  			0.600			0.700			80016  		78395  		9184  		67452  		824632  		918956
	
0.000  			0.600			0.700			80016  		78395  		9184  		67592  		824492  		918816
	
0.000  			0.600			0.700			80016  		78395  		9184  		67604  		824480  		918804
	
0.000  			0.600			0.700			80016  		78395  		9184  		67532  		824552  		918876
	
0.000  			0.600			0.700			80016  		78395  		9184  		67624  		824460  		918784
	
0.000  			0.600			0.700			80016  		78395  		9184  		67528  		824552  		918880
	
0.000  			0.600			0.700			80016  		78395  		9184  		67776  		824304  		918632
	
0.962  			0.600			0.700			80016  		78395  		9184  		67740  		824340  		918668
	
0.962  			0.600			0.700			80016  		78395  		9184  		67508  		824572  		918900
	
0.000  			0.600			0.700			80016  		78395  		9184  		67740  		824340  		918668
	
0.000  			0.600			0.700			80016  		78395  		9184  		67652  		824420  		918756
	
1.942  			0.600			0.700			80016  		78395  		9184  		67584  		824488  		918824
	
0.000  			0.600			0.700			80016  		78395  		9184  		67604  		824468  		918804
	
0.971  			0.600			0.700			80016  		78395  		9184  		67496  		824576  		918912
	
0.000  			0.600			0.700			80016  		78395  		9184  		67504  		824568  		918904
	
0.000  			0.600			0.700			80016  		78395  		9184  		67716  		824356  		918692
	
0.962  			0.600			0.700			80016  		78395  		9184  		67716  		824356  		918692
	
0.000  			0.600			0.700			80016  		78395  		9184  		67596  		824476  		918812
	
0.000  			0.600			0.700			80016  		78395  		9184  		67444  		824628  		918964
	
0.000  			0.600			0.700			80016  		78395  		9184  		67592  		824480  		918816
	
0.000  			0.600			0.700			80016  		78395  		9184  		67612  		824460  		918796
	
0.000  			0.600			0.700			80016  		78395  		9184  		67604  		824468  		918804
	
0.000  			0.600			0.700			80016  		78395  		9184  		67532  		824540  		918876
	
2.000  			0.600			0.700			80016  		78395  		9184  		67496  		824576  		918912
	
0.000  			0.600			0.700			80016  		78395  		9184  		67656  		824416  		918752
	
0.000  			0.600			0.700			80016  		78395  		9184  		67580  		824492  		918828
	
0.000  			0.600			0.700			80016  		78395  		9184  		67232  		824840  		919176
	
0.000  			0.600			0.700			80016  		78395  		9184  		67444  		824628  		918964
	
0.000  			0.600			0.700			80016  		78395  		9184  		67568  		824504  		918840
	
0.971  			0.600			0.700			80016  		78395  		9184  		67548  		824524  		918860
	
1.000  			0.600			0.700			80016  		78395  		9184  		67580  		824492  		918828
	
0.000  			0.600			0.700			80016  		78395  		9184  		67484  		824580  		918924
	
0.000  			0.600			0.700			80016  		78395  		9184  		67580  		824484  		918828
	
0.000  			0.600			0.700			80016  		78395  		9184  		67576  		824488  		918832
	
0.000  			0.600			0.700			80016  		78395  		9184  		67572  		824492  		918836
	
0.000  			0.600			0.700			80016  		78395  		9184  		67604  		824460  		918804
	
0.000  			0.600			0.700			80016  		78395  		9184  		67472  		824592  		918936
	
0.971  			0.600			0.700			80016  		78395  		9184  		67536  		824528  		918872
	
0.000  			0.600			0.700			80016  		78395  		9184  		67560  		824504  		918848
	
0.000  			0.600			0.700			80016  		78395  		9184  		67512  		824552  		918896
	
0.000  			0.600			0.700			80016  		78395  		9184  		67356  		824708  		919052
	
0.000  			0.600			0.700			80016  		78395  		9184  		67596  		824468  		918812
	
1.000  			0.600			0.700			80016  		78395  		9184  		67764  		824300  		918644
	
0.962  			0.600			0.700			80016  		78395  		9184  		67580  		824484  		918828
	
0.000  			0.600			0.700			80016  		78395  		9184  		67556  		824508  		918852
	
0.000  			0.500			0.700			80016  		78395  		9184  		67732  		824332  		918676
	
0.000  			0.500			0.700			80016  		78395  		9184  		67368  		824696  		919040
	
0.000  			0.500			0.700			80016  		78395  		9184  		67736  		824328  		918672
	
0.000  			0.500			0.700			80016  		78395  		9184  		67464  		824600  		918944
	
0.000  			0.500			0.700			80016  		78395  		9184  		67644  		824420  		918764
	
0.000  			0.500			0.700			80016  		78395  		9184  		67708  		824356  		918700
	
0.000  			0.500			0.700			80016  		78395  		9184  		67696  		824368  		918712
	
0.000  			0.500			0.700			80016  		78395  		9184  		67596  		824468  		918812
	
