CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
2.971  			2.300			0.900			68404  		68383  		11260  		63396  		828220  		923012
	
2.971  			2.300			0.900			68404  		68383  		11260  		63564  		828052  		922844
	
1.000  			2.400			0.900			68404  		68383  		11260  		63480  		828120  		922928
	
2.971  			2.300			0.900			68404  		68383  		11260  		63528  		828072  		922880
	
2.961  			2.400			0.900			68404  		68383  		11260  		63436  		828148  		922964
	
2.971  			2.400			0.900			68536  		68515  		11260  		63400  		828184  		923008
	
3.961  			2.400			0.900			68536  		68515  		11260  		63608  		827968  		922800
	
2.971  			2.400			0.900			68536  		68515  		11260  		63484  		828092  		922924
	
1.000  			2.400			0.900			68536  		68515  		11260  		63516  		828060  		922892
	
1.980  			2.400			0.900			68536  		68515  		11260  		63656  		827912  		922752
	
1.971  			2.400			0.900			68536  		68515  		11260  		63556  		828004  		922852
	
1.971  			2.400			0.900			68536  		68515  		11260  		63600  		827960  		922808
	
3.971  			2.400			0.900			68536  		68515  		11260  		63660  		827900  		922748
	
1.980  			2.400			0.900			68536  		68515  		11260  		63580  		827972  		922828
	
1.971  			2.400			0.900			68536  		68515  		11260  		63672  		827880  		922736
	
1.971  			2.400			0.900			68536  		68515  		11260  		63624  		827920  		922784
	
2.000  			2.400			0.900			68536  		68515  		11260  		63632  		827912  		922776
	
2.000  			2.400			0.900			68536  		68515  		11260  		63604  		827940  		922804
	
2.000  			2.400			0.900			68536  		68515  		11260  		63756  		827788  		922652
	
2.971  			2.400			0.900			68536  		68515  		11260  		63624  		827904  		922784
	
4.942  			2.400			0.900			68536  		68515  		11260  		63704  		827824  		922704
	
1.971  			2.400			0.900			68536  		68515  		11260  		63788  		827732  		922620
	
1.980  			2.400			0.900			68536  		68515  		11260  		63792  		827728  		922616
	
1.942  			2.500			0.900			68536  		68515  		11260  		63840  		827672  		922568
	
1.971  			2.400			0.900			68536  		68515  		11260  		63832  		827680  		922576
	
2.971  			2.400			0.900			68536  		68515  		11260  		63800  		827704  		922608
	
3.980  			2.500			0.900			68536  		68515  		11260  		63804  		827700  		922604
	
2.971  			2.400			1.000			68664  		68643  		11520  		63932  		827564  		922476
	
2.000  			2.400			1.000			68664  		68643  		11520  		64128  		827368  		922280
	
1.000  			2.400			1.000			68664  		68643  		11520  		64088  		827400  		922320
	
1.971  			2.400			1.000			68664  		68643  		11520  		64204  		827284  		922204
	
2.980  			2.400			1.000			68664  		68643  		11520  		64132  		827356  		922276
	
2.942  			2.400			1.000			68664  		68643  		11520  		64192  		827288  		922216
	
2.961  			2.400			1.000			68664  		68643  		11520  		64196  		827276  		922212
	
2.000  			2.500			1.000			68664  		68643  		11520  		64200  		827272  		922208
	
3.000  			2.400			1.000			68664  		68643  		11520  		64308  		827156  		922100
	
1.971  			2.400			1.000			68664  		68643  		11520  		64280  		827184  		922128
	
2.000  			2.500			1.000			68664  		68643  		11520  		64316  		827140  		922092
	
2.961  			2.400			1.000			68664  		68643  		11520  		64392  		827064  		922016
	
2.971  			2.400			1.000			68664  		68643  		11520  		64372  		827084  		922036
	
2.000  			2.500			1.000			68664  		68643  		11520  		64352  		827104  		922056
	
3.980  			2.400			1.000			68664  		68643  		11520  		64496  		826960  		921912
	
2.000  			2.400			1.000			68664  		68643  		11520  		64548  		826900  		921860
	
2.000  			2.500			1.000			68664  		68643  		11520  		64536  		826912  		921872
	
3.942  			2.400			1.000			68664  		68643  		11520  		64444  		826996  		921964
	
2.971  			2.400			1.000			68664  		68643  		11520  		64532  		826908  		921876
	
1.980  			2.500			1.000			68664  		68643  		11520  		64588  		826844  		921820
	
2.000  			2.400			1.000			68664  		68643  		11520  		64348  		827084  		922060
	
2.980  			2.400			1.000			68664  		68643  		11520  		64588  		826844  		921820
	
2.971  			2.500			1.000			68796  		68775  		11520  		
