CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
103.000  			22.200			0.800			79996  		78375  		9248  		61660  		820784  		924772
	
103.000  			36.000			0.800			79996  		78375  		9248  		61684  		820760  		924756
	
104.000  			49.300			0.800			79996  		78375  		9248  		61680  		820764  		924760
	
104.000  			54.500			0.800			79996  		78375  		9248  		61684  		820760  		924756
	
103.000  			61.600			0.800			79996  		78375  		9248  		61616  		820828  		924824
	
103.000  			68.400			0.800			79996  		78375  		9248  		61636  		820808  		924804
	
103.000  			68.700			0.800			79996  		78375  		9248  		61608  		820828  		924832
	
103.000  			73.600			0.800			79996  		78375  		9248  		61640  		820796  		924800
	
103.000  			73.600			0.800			79996  		78375  		9248  		61576  		820860  		924864
	
103.000  			77.100			0.800			79996  		78375  		9248  		61656  		820772  		924784
	
103.000  			76.600			0.800			79996  		78375  		9248  		61644  		820784  		924796
	
104.000  			79.500			0.800			79996  		78375  		9248  		61600  		820828  		924840
	
104.000  			82.300			0.800			79996  		78375  		9248  		61584  		820844  		924856
	
103.000  			81.500			0.800			79996  		78375  		9248  		61824  		820596  		924616
	
103.000  			83.800			0.800			79996  		78375  		9248  		61964  		820456  		924476
	
103.000  			83.000			0.800			79996  		78375  		9248  		61972  		820448  		924468
	
103.000  			85.000			0.800			79996  		78375  		9248  		61852  		820568  		924588
	
103.000  			84.100			0.800			79996  		78375  		9248  		61848  		820564  		924592
	
103.000  			86.000			0.800			79996  		78375  		9248  		61656  		820756  		924784
	
103.000  			87.700			0.800			79996  		78375  		9248  		61816  		820596  		924624
	
103.000  			86.700			0.800			79996  		78375  		9248  		61716  		820696  		924724
	
103.000  			88.300			0.800			79996  		78375  		9248  		61948  		820464  		924492
	
103.000  			87.400			0.800			79996  		78375  		9248  		61856  		820548  		924584
	
103.000  			88.700			0.800			79996  		78375  		9248  		61804  		820600  		924636
	
104.000  			90.100			0.800			79996  		78375  		9248  		61752  		820652  		924688
	
