CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
103.971  			110.800			0.700			80016  		78395  		8980  		62580  		808368  		923852
	
105.000  			113.800			0.700			80016  		78395  		8980  		62572  		808376  		923868
	
103.971  			118.600			0.700			80016  		78395  		8980  		62508  		808440  		923932
	
104.971  			107.800			0.700			80016  		78395  		8980  		62664  		808284  		923776
	
103.971  			111.200			0.700			80016  		78395  		8980  		62732  		808216  		923708
	
103.962  			105.600			0.700			80016  		78395  		8980  		62700  		808240  		923732
	
104.000  			107.800			0.700			80016  		78395  		8980  		62748  		808192  		923692
	
104.971  			103.700			0.700			80016  		78395  		8980  		62732  		808208  		923708
	
103.000  			104.900			0.700			80016  		78395  		8980  		62608  		808332  		923832
	
103.971  			107.700			0.700			80016  		78395  		8980  		62708  		808232  		923732
	
103.971  			104.300			0.700			80016  		78395  		8980  		62660  		808272  		923780
	
103.000  			106.100			0.700			80016  		78395  		8980  		62644  		808288  		923796
	
104.000  			103.200			0.700			80016  		78395  		8980  		62792  		808140  		923648
	
103.000  			104.700			0.700			80016  		78395  		8980  		62600  		808332  		923840
	
105.942  			102.300			0.700			80016  		78395  		8980  		62664  		808268  		923776
	
103.962  			103.400			0.700			80016  		78395  		8980  		62608  		808316  		923832
	
103.846  			104.300			0.700			80016  		78395  		8980  		62548  		808376  		923892
	
103.971  			102.800			0.700			80016  		78395  		8980  		62732  		808192  		923708
	
103.000  			104.100			0.700			80016  		78395  		8980  		62628  		808296  		923812
	
103.971  			102.300			0.700			80016  		78395  		8980  		62648  		808268  		923792
	
104.971  			102.900			0.700			80016  		78395  		8980  		62632  		808284  		923808
	
103.000  			103.800			0.700			80016  		78395  		8980  		62656  		808260  		923784
	
105.000  			102.700			0.700			80016  		78395  		8980  		62708  		808208  		923732
	
104.971  			103.600			0.700			80016  		78395  		8980  		62740  		808176  		923700
	
103.962  			102.300			0.700			80016  		78395  		8980  		62772  		808136  		923668
	
104.000  			102.500			0.700			80016  		78395  		8980  		62924  		807984  		923516
	
104.971  			101.900			0.700			80016  		78395  		8980  		62872  		808036  		923568
	
103.000  			102.400			0.700			80016  		78395  		8980  		62732  		808176  		923708
	
104.000  			103.300			0.700			80016  		78395  		8980  		62796  		808112  		923644
	
