CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
0.000  			0.200			0.900			31068  		31046  		11188  		55944  		871252  		930496
	
15.854  			3.100			0.900			31068  		31046  		11188  		56352  		870836  		930088
	
6.913  			6.300			1.200			105940  		105918  		14132  		56556  		870632  		929884
	
6.942  			7.300			1.200			105940  		105918  		14132  		56192  		870996  		930248
	
6.000  			7.700			1.200			105940  		105918  		14132  		56244  		870944  		930196
	
7.000  			6.700			1.200			105940  		105918  		14132  		56104  		871084  		930336
	
8.941  			7.100			1.200			105940  		105918  		14132  		56300  		870872  		930140
	
6.913  			7.400			1.200			105940  		105918  		14132  		56324  		870840  		930116
	
7.883  			7.000			1.200			105940  		105918  		14132  		56232  		870924  		930208
	
6.913  			7.100			1.200			105940  		105918  		14132  		56196  		870952  		930244
	
7.883  			7.400			1.200			105940  		105918  		14132  		56172  		870960  		930268
	
7.942  			7.200			1.200			105940  		105918  		14132  		56352  		870764  		930088
	
6.883  			7.200			1.200			105940  		105918  		14132  		56488  		870604  		929952
	
7.913  			7.400			1.200			106072  		106050  		14132  		56524  		870568  		929916
	
7.942  			7.100			1.200			106072  		106050  		14132  		56776  		870292  		929656
	
6.942  			7.300			1.200			106204  		106182  		14132  		56788  		870264  		929652
	
8.854  			7.300			1.200			106204  		106182  		14132  		56860  		870184  		929580
	
7.971  			7.200			1.200			106204  		106182  		14132  		57060  		869968  		929380
	
6.913  			7.400			1.200			106204  		106182  		14132  		57052  		869960  		929388
	
7.942  			7.400			1.200			106204  		106182  		14132  		57052  		869960  		929388
	
7.913  			7.200			1.200			106204  		106182  		14132  		57316  		869672  		929124
	
6.000  			7.400			1.200			106204  		106182  		14132  		57232  		869748  		929208
	
7.942  			7.400			1.300			106204  		106182  		14360  		57204  		869768  		929236
	
7.961  			7.200			1.300			106204  		106182  		14360  		57500  		869456  		928940
	
4.980  			7.300			1.400			106204  		106182  		14588  		57548  		869392  		928892
	
8.902  			7.400			1.400			106204  		106182  		14588  		57552  		869372  		928888
	
