CPUProc			CPU  			MEM  			VSZ  		DRS  		RSS  		USED  		FREE  		AVAILABLE	
206.000  			200.000			0.400			9756  		9740  		5124  		57012  		842600  		929428
	
206.971  			200.200			0.400			9756  		9740  		5124  		57080  		842532  		929360
	
206.000  			200.800			0.400			37972  		37956  		5568  		57148  		842464  		929292
	
205.000  			200.700			0.400			37972  		37956  		5568  		57112  		842500  		929328
	
205.000  			200.200			0.400			37972  		37956  		5568  		57292  		842320  		929148
	
206.000  			200.200			0.400			37972  		37956  		5568  		57100  		842512  		929340
	
205.000  			200.300			0.400			37972  		37956  		5568  		57492  		842120  		928948
	
205.000  			200.000			0.400			37972  		37956  		5568  		57188  		842424  		929252
	
205.000  			200.000			0.400			37972  		37956  		5568  		57048  		842564  		929392
	
205.000  			200.300			0.400			37972  		37956  		5568  		57264  		842348  		929176
	
205.000  			199.900			0.400			37972  		37956  		5568  		56992  		842620  		929448
	
205.000  			200.000			0.400			37972  		37956  		5568  		57212  		842400  		929228
	
206.000  			200.200			0.400			37972  		37956  		5568  		57204  		842408  		929236
	
205.000  			200.100			0.400			37972  		37956  		5568  		57180  		842432  		929260
	
205.000  			200.000			0.400			37972  		37956  		5568  		56996  		842616  		929444
	
206.000  			200.200			0.400			37972  		37956  		5568  		57156  		842456  		929284
	
205.000  			200.000			0.400			37972  		37956  		5568  		57008  		842604  		929432
	
205.000  			199.900			0.400			37972  		37956  		5568  		57188  		842424  		929252
	
205.000  			200.100			0.400			37972  		37956  		5568  		56984  		842628  		929456
	
205.000  			200.000			0.400			37972  		37956  		5568  		57208  		842404  		929232
	
205.000  			199.900			0.400			37972  		37956  		5568  		57280  		842332  		929160
	
206.000  			200.100			0.400			37972  		37956  		5568  		57164  		842448  		929276
	
205.000  			199.900			0.400			37972  		37956  		5568  		57164  		842448  		929276
	
206.000  			199.900			0.400			37972  		37956  		5568  		57172  		842440  		929268
	
205.000  			200.100			0.400			37972  		37956  		5568  		57300  		842312  		929140
	
206.000  			199.900			0.400			37972  		37956  		5568  		57216  		842396  		929224
	
205.000  			199.900			0.400			37972  		37956  		5568  		56812  		842800  		929628
	
205.000  			200.000			0.400			37972  		37956  		5568  		57224  		842388  		929216
	
205.000  			200.100			0.400			37972  		37956  		5568  		57192  		842420  		929248
	
205.000  			199.900			0.400			37972  		37956  		5568  		57232  		842380  		929208
	
206.000  			200.000			0.400			37972  		37956  		5568  		57024  		842588  		929416
	
205.000  			200.000			0.400			37972  		37956  		5568  		57172  		842440  		929268
	
205.000  			199.800			0.400			37972  		37956  		5568  		57140  		842472  		929300
	
205.000  			199.900			0.400			37972  		37956  		5568  		57188  		842424  		929252
	
205.000  			200.000			0.400			37972  		37956  		5568  		57028  		842584  		929412
	
206.000  			199.800			0.400			37972  		37956  		5568  		57276  		842336  		929164
	
205.000  			199.900			0.400			37972  		37956  		5568  		57224  		842388  		929216
	
205.000  			200.000			0.400			37972  		37956  		5568  		57104  		842508  		929336
	
206.000  			199.800			0.400			37972  		37956  		5568  		57072  		842540  		929368
	
206.961  			199.900			0.400			37972  		37956  		5568  		57112  		842500  		929328
	
205.000  			200.000			0.400			37972  		37956  		5568  		56824  		842788  		929616
	
205.000  			199.800			0.400			37972  		37956  		5568  		57056  		842556  		929384
	
206.000  			199.800			0.400			37972  		37956  		5568  		57148  		842464  		929292
	
205.000  			200.000			0.400			37972  		37956  		5568  		57164  		842448  		929276
	
205.000  			199.800			0.400			37972  		37956  		5568  		57144  		842468  		929296
	
206.000  			199.800			0.400			37972  		37956  		5568  		57016  		842596  		929424
	
205.000  			200.000			0.400			37972  		37956  		5568  		57128  		842484  		929312
	
